uid,data
1535700522365,"{""uid"":1535700522365,""townSize"":""none"",""score"":15542,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535714677078,"{""uid"":1535714677078,""townSize"":""Nad 50 000 obyvatel"",""score"":16000,""evilness"":true,""gender"":""Žena"",""age"":""Přes 35 let""}"
1535698728785,"{""uid"":1535698728785,""townSize"":""none"",""score"":15856,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535700651346,"{""uid"":1535700651346,""townSize"":""none"",""score"":15405,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535708529354,"{""uid"":1535708529354,""townSize"":""none"",""score"":15944,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535704734762,"{""uid"":1535704734762,""townSize"":""none"",""score"":15402,""evilness"":false,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535703247322,"{""uid"":1535703247322,""townSize"":""none"",""score"":15980,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535703313369,"{""uid"":1535703313369,""townSize"":""none"",""score"":15341,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535705977606,"{""uid"":1535705977606,""townSize"":""5 000–50 000 obyvatel"",""score"":15832,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535712707815,"{""uid"":1535712707815,""townSize"":""Nad 50 000 obyvatel"",""score"":15997,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535699741334,"{""uid"":1535699741334,""townSize"":""none"",""score"":15246,""evilness"":false,""gender"":""Žena"",""age"":""Přes 35 let""}"
1535702617221,"{""uid"":1535702617221,""townSize"":""none"",""score"":16231,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535714183605,"{""uid"":1535714183605,""townSize"":""Nad 50 000 obyvatel"",""score"":15495,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535710568247,"{""uid"":1535710568247,""townSize"":""Nad 50 000 obyvatel"",""score"":16220,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535707372785,"{""uid"":1535707372785,""townSize"":""Nad 50 000 obyvatel"",""score"":14346,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535709325445,"{""uid"":1535709325445,""townSize"":""Nad 50 000 obyvatel"",""score"":16192,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535714315377,"{""uid"":1535714315377,""townSize"":""Nad 50 000 obyvatel"",""score"":15841,""evilness"":true,""gender"":""Žena"",""age"":""Přes 35 let""}"
1535706936608,"{""uid"":1535706936608,""townSize"":""Nad 50 000 obyvatel"",""score"":15113,""evilness"":false,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535711767654,"{""uid"":1535711767654,""townSize"":""none"",""score"":15628,""evilness"":false,""gender"":""none"",""age"":""none""}"
1535711691039,"{""uid"":1535711691039,""townSize"":""none"",""score"":15577,""evilness"":true,""gender"":""none"",""age"":""none""}"
1535715735597,"{""uid"":1535715735597,""townSize"":""none"",""score"":15599,""evilness"":true,""gender"":""none"",""age"":""none""}"
1535713088374,"{""uid"":1535713088374,""townSize"":""Nad 50 000 obyvatel"",""score"":15746,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535709871713,"{""uid"":1535709871713,""townSize"":""Nad 50 000 obyvatel"",""score"":16020,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535703143241,"{""uid"":1535703143241,""townSize"":""none"",""score"":14719,""evilness"":false,""gender"":""Žena"",""age"":""18–35 let""}"
1535707898690,"{""uid"":1535707898690,""townSize"":""Nad 50 000 obyvatel"",""score"":16050,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535710377621,"{""uid"":1535710377621,""townSize"":""Pod 5 000 obyvatel"",""score"":15332,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535706436007,"{""uid"":1535706436007,""townSize"":""Nad 50 000 obyvatel"",""score"":15439,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535708366653,"{""uid"":1535708366653,""townSize"":""Pod 5 000 obyvatel"",""score"":15799,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535709236341,"{""uid"":1535709236341,""townSize"":""none"",""score"":15895,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535699419658,"{""uid"":1535699419658,""townSize"":""none"",""score"":14074,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535697823693,"{""uid"":1535697823693,""townSize"":""none"",""score"":15195,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535708985635,"{""uid"":1535708985635,""townSize"":""Pod 5 000 obyvatel"",""score"":15820,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535714536620,"{""uid"":1535714536620,""townSize"":""Nad 50 000 obyvatel"",""score"":15440,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535702895386,"{""uid"":1535702895386,""townSize"":""none"",""score"":15503,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535712547645,"{""uid"":1535712547645,""townSize"":""Nad 50 000 obyvatel"",""score"":15250,""evilness"":false,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535705480073,"{""uid"":1535705480073,""townSize"":""none"",""score"":15273,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535713717849,"{""uid"":1535713717849,""townSize"":""Pod 5 000 obyvatel"",""score"":16006,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535709960098,"{""uid"":1535709960098,""townSize"":""none"",""score"":15068,""evilness"":true,""gender"":""none"",""age"":""none""}"
1535710672228,"{""uid"":1535710672228,""townSize"":""Pod 5 000 obyvatel"",""score"":15654,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535705119538,"{""uid"":1535705119538,""townSize"":""none"",""score"":15208,""evilness"":true,""gender"":""Žena"",""age"":""Do 18 let""}"
1535709629698,"{""uid"":1535709629698,""townSize"":""none"",""score"":14592,""evilness"":true,""gender"":""none"",""age"":""none""}"
1535709643120,"{""uid"":1535709643120,""townSize"":""Nad 50 000 obyvatel"",""score"":15575,""evilness"":true,""gender"":""Žena"",""age"":""Do 18 let""}"
1535710303625,"{""uid"":1535710303625,""townSize"":""Nad 50 000 obyvatel"",""score"":15837,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535701838741,"{""uid"":1535701838741,""townSize"":""none"",""score"":16062,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535712302277,"{""uid"":1535712302277,""townSize"":""5 000–50 000 obyvatel"",""score"":15985,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535714889678,"{""uid"":1535714889678,""townSize"":""Nad 50 000 obyvatel"",""score"":16128,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535708955306,"{""uid"":1535708955306,""townSize"":""Nad 50 000 obyvatel"",""score"":14902,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535699293921,"{""uid"":1535699293921,""townSize"":""none"",""score"":15616,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535708938159,"{""uid"":1535708938159,""townSize"":""Nad 50 000 obyvatel"",""score"":15944,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535712187117,"{""uid"":1535712187117,""townSize"":""Nad 50 000 obyvatel"",""score"":16206,""evilness"":true,""gender"":""Muž"",""age"":""Do 18 let""}"
1535711736286,"{""uid"":1535711736286,""townSize"":""Nad 50 000 obyvatel"",""score"":15855,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535712450439,"{""uid"":1535712450439,""townSize"":""Nad 50 000 obyvatel"",""score"":15037,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535712910082,"{""uid"":1535712910082,""townSize"":""Nad 50 000 obyvatel"",""score"":14807,""evilness"":false,""gender"":""Žena"",""age"":""18–35 let""}"
1535705924788,"{""uid"":1535705924788,""townSize"":""Pod 5 000 obyvatel"",""score"":16205,""evilness"":true,""gender"":""Žena"",""age"":""Do 18 let""}"
1535700433270,"{""uid"":1535700433270,""townSize"":""none"",""score"":15796,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535713685577,"{""uid"":1535713685577,""townSize"":""Nad 50 000 obyvatel"",""score"":15459,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535704880849,"{""uid"":1535704880849,""townSize"":""Nad 50 000 obyvatel"",""score"":16008,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535708462872,"{""uid"":1535708462872,""townSize"":""Nad 50 000 obyvatel"",""score"":16030,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535656365323,"{""uid"":1535656365323,""townSize"":""none"",""score"":16031,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535700953959,"{""uid"":1535700953959,""townSize"":""none"",""score"":15820,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535709432153,"{""uid"":1535709432153,""townSize"":""5 000–50 000 obyvatel"",""score"":14902,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535709343345,"{""uid"":1535709343345,""townSize"":""Nad 50 000 obyvatel"",""score"":15669,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535706028337,"{""uid"":1535706028337,""townSize"":""Nad 50 000 obyvatel"",""score"":15754,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535710541682,"{""uid"":1535710541682,""townSize"":""Nad 50 000 obyvatel"",""score"":15816,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535705990387,"{""uid"":1535705990387,""townSize"":""Nad 50 000 obyvatel"",""score"":16241,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535704473661,"{""uid"":1535704473661,""townSize"":""none"",""score"":16043,""evilness"":true,""gender"":""Muž"",""age"":""Do 18 let""}"
1535709085449,"{""uid"":1535709085449,""townSize"":""Nad 50 000 obyvatel"",""score"":15365,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535708340727,"{""uid"":1535708340727,""townSize"":""Pod 5 000 obyvatel"",""score"":15829,""evilness"":false,""gender"":""Žena"",""age"":""Přes 35 let""}"
1535698693938,"{""uid"":1535698693938,""townSize"":""none"",""score"":15130,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535706844633,"{""uid"":1535706844633,""townSize"":""Nad 50 000 obyvatel"",""score"":15990,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535707746291,"{""uid"":1535707746291,""townSize"":""none"",""score"":15996,""evilness"":true,""gender"":""none"",""age"":""none""}"
1535714547421,"{""uid"":1535714547421,""townSize"":""Nad 50 000 obyvatel"",""score"":14579,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535700078308,"{""uid"":1535700078308,""townSize"":""none"",""score"":15291,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535709862388,"{""uid"":1535709862388,""townSize"":""5 000–50 000 obyvatel"",""score"":15923,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535703294481,"{""uid"":1535703294481,""townSize"":""none"",""score"":15891,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535714149083,"{""uid"":1535714149083,""townSize"":""Nad 50 000 obyvatel"",""score"":15489,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535709160854,"{""uid"":1535709160854,""townSize"":""5 000–50 000 obyvatel"",""score"":16196,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535707256170,"{""uid"":1535707256170,""townSize"":""none"",""score"":15794,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535703753814,"{""uid"":1535703753814,""townSize"":""none"",""score"":15996,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535702399779,"{""uid"":1535702399779,""townSize"":""none"",""score"":16206,""evilness"":true,""gender"":""Žena"",""age"":""Přes 35 let""}"
1535713324789,"{""uid"":1535713324789,""townSize"":""Nad 50 000 obyvatel"",""score"":14862,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535706745312,"{""uid"":1535706745312,""townSize"":""Nad 50 000 obyvatel"",""score"":16211,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535713550307,"{""uid"":1535713550307,""townSize"":""Nad 50 000 obyvatel"",""score"":16000,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535695702617,"{""uid"":1535695702617,""townSize"":""none"",""score"":15625,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535703607749,"{""uid"":1535703607749,""townSize"":""none"",""score"":15585,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535710602472,"{""uid"":1535710602472,""townSize"":""none"",""score"":15267,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535703089698,"{""uid"":1535703089698,""townSize"":""none"",""score"":16258,""evilness"":false,""gender"":""Muž"",""age"":""18–35 let""}"
1535715709669,"{""uid"":1535715709669,""townSize"":""Nad 50 000 obyvatel"",""score"":16027,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535710429454,"{""uid"":1535710429454,""townSize"":""none"",""score"":14062,""evilness"":false,""gender"":""none"",""age"":""none""}"
1535707971178,"{""uid"":1535707971178,""townSize"":""5 000–50 000 obyvatel"",""score"":15446,""evilness"":false,""gender"":""Žena"",""age"":""18–35 let""}"
1535713685934,"{""uid"":1535713685934,""townSize"":""Nad 50 000 obyvatel"",""score"":16035,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535715709543,"{""uid"":1535715709543,""townSize"":""Nad 50 000 obyvatel"",""score"":15651,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535710420701,"{""uid"":1535710420701,""townSize"":""none"",""score"":15155,""evilness"":true,""gender"":""none"",""age"":""none""}"
1535712106644,"{""uid"":1535712106644,""townSize"":""Nad 50 000 obyvatel"",""score"":15726,""evilness"":false,""gender"":""Muž"",""age"":""18–35 let""}"
1535713265406,"{""uid"":1535713265406,""townSize"":""Pod 5 000 obyvatel"",""score"":16133,""evilness"":false,""gender"":""Žena"",""age"":""18–35 let""}"
1535698435523,"{""uid"":1535698435523,""townSize"":""none"",""score"":14770,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535705414128,"{""uid"":1535705414128,""townSize"":""Nad 50 000 obyvatel"",""score"":13962,""evilness"":false,""gender"":""Muž"",""age"":""18–35 let""}"
1535701989515,"{""uid"":1535701989515,""townSize"":""none"",""score"":15338,""evilness"":false,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535714181521,"{""uid"":1535714181521,""townSize"":""Nad 50 000 obyvatel"",""score"":15420,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535709770133,"{""uid"":1535709770133,""townSize"":""Pod 5 000 obyvatel"",""score"":16231,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535696232885,"{""uid"":1535696232885,""townSize"":""none"",""score"":15881,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535712648694,"{""uid"":1535712648694,""townSize"":""Nad 50 000 obyvatel"",""score"":14979,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535715412427,"{""uid"":1535715412427,""townSize"":""Nad 50 000 obyvatel"",""score"":15624,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535708499668,"{""uid"":1535708499668,""townSize"":""Nad 50 000 obyvatel"",""score"":15315,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535708436304,"{""uid"":1535708436304,""townSize"":""Pod 5 000 obyvatel"",""score"":16002,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535708476222,"{""uid"":1535708476222,""townSize"":""none"",""score"":15407,""evilness"":true,""gender"":""none"",""age"":""none""}"
1535706953511,"{""uid"":1535706953511,""townSize"":""Nad 50 000 obyvatel"",""score"":15853,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535727830816,"{""uid"":1535727830816,""townSize"":""Nad 50 000 obyvatel"",""score"":15043,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535715895651,"{""uid"":1535715895651,""townSize"":""Nad 50 000 obyvatel"",""score"":15010,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535707311925,"{""uid"":1535707311925,""townSize"":""Pod 5 000 obyvatel"",""score"":15350,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535714733289,"{""uid"":1535714733289,""townSize"":""Nad 50 000 obyvatel"",""score"":16020,""evilness"":false,""gender"":""Žena"",""age"":""18–35 let""}"
1535706381506,"{""uid"":1535706381506,""townSize"":""none"",""score"":16240,""evilness"":true,""gender"":""none"",""age"":""none""}"
1535713553475,"{""uid"":1535713553475,""townSize"":""Nad 50 000 obyvatel"",""score"":16014,""evilness"":false,""gender"":""Muž"",""age"":""18–35 let""}"
1535704046347,"{""uid"":1535704046347,""townSize"":""none"",""score"":16238,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535704046864,"{""uid"":1535704046864,""townSize"":""none"",""score"":14799,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535695703029,"{""uid"":1535695703029,""townSize"":""none"",""score"":16019,""evilness"":false,""gender"":""Muž"",""age"":""18–35 let""}"
1535705027824,"{""uid"":1535705027824,""townSize"":""none"",""score"":15897,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535698226199,"{""uid"":1535698226199,""townSize"":""none"",""score"":16220,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535710218735,"{""uid"":1535710218735,""townSize"":""5 000–50 000 obyvatel"",""score"":14534,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535705479110,"{""uid"":1535705479110,""townSize"":""5 000–50 000 obyvatel"",""score"":16006,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535710312874,"{""uid"":1535710312874,""townSize"":""5 000–50 000 obyvatel"",""score"":15593,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535704458807,"{""uid"":1535704458807,""townSize"":""none"",""score"":15820,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535700320852,"{""uid"":1535700320852,""townSize"":""none"",""score"":15648,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535701804381,"{""uid"":1535701804381,""townSize"":""none"",""score"":16054,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535716146032,"{""uid"":1535716146032,""townSize"":""5 000–50 000 obyvatel"",""score"":14604,""evilness"":false,""gender"":""Žena"",""age"":""Přes 35 let""}"
1535703144948,"{""uid"":1535703144948,""townSize"":""none"",""score"":15675,""evilness"":false,""gender"":""Muž"",""age"":""18–35 let""}"
1535706343912,"{""uid"":1535706343912,""townSize"":""Nad 50 000 obyvatel"",""score"":16196,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535696868419,"{""uid"":1535696868419,""townSize"":""none"",""score"":15678,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535707485171,"{""uid"":1535707485171,""townSize"":""Nad 50 000 obyvatel"",""score"":14698,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535704950751,"{""uid"":1535704950751,""townSize"":""none"",""score"":15127,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535705605490,"{""uid"":1535705605490,""townSize"":""Pod 5 000 obyvatel"",""score"":14937,""evilness"":true,""gender"":""Muž"",""age"":""Do 18 let""}"
1535710365114,"{""uid"":1535710365114,""townSize"":""5 000–50 000 obyvatel"",""score"":15997,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535714047649,"{""uid"":1535714047649,""townSize"":""5 000–50 000 obyvatel"",""score"":15109,""evilness"":false,""gender"":""Muž"",""age"":""18–35 let""}"
1535706752737,"{""uid"":1535706752737,""townSize"":""none"",""score"":15596,""evilness"":true,""gender"":""none"",""age"":""none""}"
1535708793511,"{""uid"":1535708793511,""townSize"":""Nad 50 000 obyvatel"",""score"":16205,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535709103742,"{""uid"":1535709103742,""townSize"":""Pod 5 000 obyvatel"",""score"":16043,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535705230913,"{""uid"":1535705230913,""townSize"":""none"",""score"":15877,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535708056045,"{""uid"":1535708056045,""townSize"":""Pod 5 000 obyvatel"",""score"":16024,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535704331779,"{""uid"":1535704331779,""townSize"":""none"",""score"":15819,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535712292858,"{""uid"":1535712292858,""townSize"":""5 000–50 000 obyvatel"",""score"":15928,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535714813917,"{""uid"":1535714813917,""townSize"":""Nad 50 000 obyvatel"",""score"":15054,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535712432243,"{""uid"":1535712432243,""townSize"":""Nad 50 000 obyvatel"",""score"":16055,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535710638155,"{""uid"":1535710638155,""townSize"":""5 000–50 000 obyvatel"",""score"":15829,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535704239092,"{""uid"":1535704239092,""townSize"":""none"",""score"":15194,""evilness"":false,""gender"":""Muž"",""age"":""18–35 let""}"
1535711809940,"{""uid"":1535711809940,""townSize"":""5 000–50 000 obyvatel"",""score"":15693,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535703094573,"{""uid"":1535703094573,""townSize"":""none"",""score"":15641,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535703153868,"{""uid"":1535703153868,""townSize"":""none"",""score"":15627,""evilness"":false,""gender"":""Muž"",""age"":""18–35 let""}"
1535714542501,"{""uid"":1535714542501,""townSize"":""Nad 50 000 obyvatel"",""score"":14978,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535706852459,"{""uid"":1535706852459,""townSize"":""Nad 50 000 obyvatel"",""score"":14477,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535701805298,"{""uid"":1535701805298,""townSize"":""none"",""score"":15636,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535700148036,"{""uid"":1535700148036,""townSize"":""none"",""score"":14178,""evilness"":false,""gender"":""Žena"",""age"":""18–35 let""}"
1535710071119,"{""uid"":1535710071119,""townSize"":""5 000–50 000 obyvatel"",""score"":15955,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535707955531,"{""uid"":1535707955531,""townSize"":""Nad 50 000 obyvatel"",""score"":16018,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535706218861,"{""uid"":1535706218861,""townSize"":""none"",""score"":15958,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535706221656,"{""uid"":1535706221656,""townSize"":""Nad 50 000 obyvatel"",""score"":15470,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535709875375,"{""uid"":1535709875375,""townSize"":""Nad 50 000 obyvatel"",""score"":15827,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535710877166,"{""uid"":1535710877166,""townSize"":""5 000–50 000 obyvatel"",""score"":16027,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535704342345,"{""uid"":1535704342345,""townSize"":""none"",""score"":14710,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535711533878,"{""uid"":1535711533878,""townSize"":""Nad 50 000 obyvatel"",""score"":15030,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535709492991,"{""uid"":1535709492991,""townSize"":""Nad 50 000 obyvatel"",""score"":15864,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535701827945,"{""uid"":1535701827945,""townSize"":""none"",""score"":16012,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535700300143,"{""uid"":1535700300143,""townSize"":""none"",""score"":15146,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535705356421,"{""uid"":1535705356421,""townSize"":""none"",""score"":15256,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535711560941,"{""uid"":1535711560941,""townSize"":""Nad 50 000 obyvatel"",""score"":15338,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535706396509,"{""uid"":1535706396509,""townSize"":""Nad 50 000 obyvatel"",""score"":16040,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535707561053,"{""uid"":1535707561053,""townSize"":""5 000–50 000 obyvatel"",""score"":16019,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535715390614,"{""uid"":1535715390614,""townSize"":""Nad 50 000 obyvatel"",""score"":15273,""evilness"":true,""gender"":""Žena"",""age"":""Do 18 let""}"
1535702750652,"{""uid"":1535702750652,""townSize"":""none"",""score"":15819,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535707951700,"{""uid"":1535707951700,""townSize"":""Nad 50 000 obyvatel"",""score"":15043,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535703285317,"{""uid"":1535703285317,""townSize"":""none"",""score"":15564,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535700068939,"{""uid"":1535700068939,""townSize"":""none"",""score"":15171,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535708984640,"{""uid"":1535708984640,""townSize"":""Nad 50 000 obyvatel"",""score"":14690,""evilness"":false,""gender"":""Muž"",""age"":""18–35 let""}"
1535707042931,"{""uid"":1535707042931,""townSize"":""none"",""score"":15907,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535709528052,"{""uid"":1535709528052,""townSize"":""Nad 50 000 obyvatel"",""score"":14315,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535710629529,"{""uid"":1535710629529,""townSize"":""Nad 50 000 obyvatel"",""score"":16036,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535703830428,"{""uid"":1535703830428,""townSize"":""none"",""score"":15834,""evilness"":true,""gender"":""Žena"",""age"":""Do 18 let""}"
1535709780202,"{""uid"":1535709780202,""townSize"":""Nad 50 000 obyvatel"",""score"":15854,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535703535370,"{""uid"":1535703535370,""townSize"":""none"",""score"":15043,""evilness"":false,""gender"":""Žena"",""age"":""18–35 let""}"
1535707004336,"{""uid"":1535707004336,""townSize"":""5 000–50 000 obyvatel"",""score"":15433,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535699714716,"{""uid"":1535699714716,""townSize"":""none"",""score"":14697,""evilness"":false,""gender"":""Muž"",""age"":""18–35 let""}"
1535713802336,"{""uid"":1535713802336,""townSize"":""5 000–50 000 obyvatel"",""score"":15991,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535704187169,"{""uid"":1535704187169,""townSize"":""Pod 5 000 obyvatel"",""score"":15862,""evilness"":true,""gender"":""Žena"",""age"":""Do 18 let""}"
1535713492162,"{""uid"":1535713492162,""townSize"":""Nad 50 000 obyvatel"",""score"":16000,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
